feature,coef
packets_per_sec,1.108500889616434
avg_packet_size,0.0756523138317611
dur,0.13535542372664722
rate,-0.256517794953834
sttl,1.1978676489973694
total_fwd_pkts,0.035975617466307105
total_bwd_pkts,-0.0016160559134045618
