TP,TN,FP,FN,Accuracy,Precision_pos,Recall_pos,F1_pos,AUC,model
14,285,0,1,0.9966666666666667,1.0,0.9333333333333333,0.9655172413793104,0.99953216374269,LogReg
14,283,2,1,0.99,0.875,0.9333333333333333,0.9032258064516129,0.963157894736842,DecisionTree
14,285,0,1,0.9966666666666667,1.0,0.9333333333333333,0.9655172413793104,0.9992982456140351,RandomForest
14,283,2,1,0.99,0.875,0.9333333333333333,0.9032258064516129,0.99953216374269,SVM_RBF
14,282,3,1,0.9866666666666667,0.8235294117647058,0.9333333333333333,0.875,0.9990643274853801,XGBoost
