feature,beta_task1,beta_task2_std,beta_task2_balanced
packets_per_sec,1.080294342225548,0.38429895695447946,0.4513120703201473
avg_packet_size_bytes,-0.6983290526114976,-0.8387084217697292,-1.0422191364029625
port_entropy,0.8018278653970308,0.8508639062248169,0.9226140210275491
syn_ratio,1.1276052573013542,0.3220418346137345,0.6138243813159772
unique_dst_ips,1.102893520333053,2.5814220364068343,3.5208569155719704
connection_duration_sec,-0.3347367434296659,0.34722197989224884,0.5201108771492458
repeated_connections,0.9133085468546563,1.9521965296473558,2.531574480820544
